ListOfficeName,transaction_count,total_sales_volume,median_close_price,median_price_per_sqft,average_days_on_market,median_days_on_market,average_price_ratio,average_original_price_ratio,average_listing_to_contract_days,average_contract_to_close_days,transaction_share_pct,sales_volume_share_pct,transaction_count_rank,sales_volume_rank
Philip E. Simon,1,849000.0,849000.0,576.37,25.0,25.0,1.0,1.0,26.0,35.0,0.00022352,0.00015917,13484,15906
Robert Armell Appraisals,1,849000.0,849000.0,322.57,20.0,20.0,1.0,0.9444,21.0,26.0,0.00022352,0.00015917,13484,15906
United Assoc. Brokers Top Rlty,1,849000.0,849000.0,583.1,48.0,48.0,1.0,1.0,68.0,38.0,0.00022352,0.00015917,13484,15906
iPlanforitInc,1,849000.0,849000.0,414.15,31.0,31.0,1.0,1.0,31.0,23.0,0.00022352,0.00015917,13484,15906
WorldView Real Estate,1,848990.0,848990.0,877.96,9.0,9.0,1.0,1.0,9.0,32.0,0.00022352,0.00015917,13484,15914
R & REALTY,2,848000.0,424000.0,235.74,70.5,70.5,0.9851,0.9851,93.5,45.0,0.00044703,0.00015898,10564,15915
ideal Properties,2,848000.0,424000.0,303.59,59.0,59.0,1.0,0.9351,59.0,22.0,0.00044703,0.00015898,10564,15915
"GERARDO C. MUNOZ, BROKER",1,848000.0,848000.0,342.07,3.0,3.0,1.1085,1.1085,6.0,49.0,0.00022352,0.00015898,13484,15915
"MD Financial, Inc",1,848000.0,848000.0,542.2,4.0,4.0,0.9976,0.9976,25.0,14.0,0.00022352,0.00015898,13484,15915
CMH Properties,1,846000.0,846000.0,682.81,8.0,8.0,0.9954,0.9954,8.0,87.0,0.00022352,0.00015861,13484,15919
Special Realty Co.,2,845000.0,422500.0,524.26,52.5,52.5,0.9521,0.9179,52.5,35.0,0.00044703,0.00015842,10564,15920
Valerie Jean Palafax,2,845000.0,422500.0,242.71,82.0,82.0,0.9898,0.9843,90.5,33.0,0.00044703,0.00015842,10564,15920
First Team North Tustin,1,845000.0,845000.0,544.46,27.0,27.0,0.9826,0.8989,86.0,28.0,0.00022352,0.00015842,13484,15920
Future Financial Enterprise,1,845000.0,845000.0,348.17,15.0,15.0,0.9602,0.9602,16.0,41.0,0.00022352,0.00015842,13484,15920
Jeanne Barbosa,1,845000.0,845000.0,495.6,12.0,12.0,1.0,1.0,12.0,21.0,0.00022352,0.00015842,13484,15920
"John Park, Broker",1,845000.0,845000.0,511.5,28.0,28.0,0.9942,0.9837,28.0,24.0,0.00022352,0.00015842,13484,15920
Kathy Fortenberry Realty,1,845000.0,845000.0,514.62,9.0,9.0,1.0696,1.0696,26.0,71.0,0.00022352,0.00015842,13484,15920
MICHAEL RUDIS,1,845000.0,845000.0,518.4,32.0,32.0,0.9657,0.9657,34.0,15.0,0.00022352,0.00015842,13484,15920
"Stacy Bland, Broker",1,845000.0,845000.0,532.45,10.0,10.0,1.0242,1.0242,10.0,18.0,0.00022352,0.00015842,13484,15920
Sturgill Realty,1,845000.0,845000.0,503.28,66.0,66.0,0.9942,0.9505,78.0,1.0,0.00022352,0.00015842,13484,15920
Sunbelt Properties,1,845000.0,845000.0,535.49,91.0,91.0,0.9941,0.9657,91.0,17.0,0.00022352,0.00015842,13484,15920
"Harold J McClure, Inc.",1,844875.0,844875.0,413.95,34.0,34.0,1.001,0.9779,35.0,47.0,0.00022352,0.0001584,13484,15931
Green Street Property Management,1,843500.0,843500.0,540.71,35.0,35.0,0.9596,0.8879,56.0,49.0,0.00022352,0.00015814,13484,15932
Charis Realty,2,843000.0,421500.0,329.81,64.0,64.0,0.9732,0.9732,71.5,29.0,0.00044703,0.00015805,10564,15933
Home Solutions Group- Realty & Mortgage,1,843000.0,843000.0,661.18,12.0,12.0,1.0096,1.0096,12.0,27.0,0.00022352,0.00015805,13484,15933
Cher Realty Inc.,1,842500.0,842500.0,222.59,33.0,33.0,0.9574,0.9361,33.0,8.0,0.00022352,0.00015795,13484,15935
Gold Star Real Estate,1,842000.0,842000.0,265.53,42.0,42.0,0.9792,0.9792,42.0,32.0,0.00022352,0.00015786,13484,15936
Werdowatz Realty,1,842000.0,842000.0,531.57,14.0,14.0,0.9848,0.9848,22.0,51.0,0.00022352,0.00015786,13484,15936
AM CHAMPION INC,2,841000.0,420500.0,365.02,29.0,29.0,0.9199,0.9199,37.5,81.5,0.00044703,0.00015767,10564,15938
Masters Realty,1,841000.0,841000.0,361.41,115.0,115.0,0.9906,0.9344,115.0,3.0,0.00022352,0.00015767,13484,15938
Twin Homes & Loans,2,840000.0,420000.0,331.51,10.5,10.5,0.9778,0.9976,11.0,49.5,0.00044703,0.00015748,10564,15940
"Anna Harmer, Broker",1,840000.0,840000.0,510.02,92.0,92.0,0.9344,0.8851,92.0,32.0,0.00022352,0.00015748,13484,15940
Approach Properties Premium RE,1,840000.0,840000.0,546.16,16.0,16.0,1.0566,1.0566,29.0,33.0,0.00022352,0.00015748,13484,15940
"Arrive Realty & Finance, Inc.",1,840000.0,840000.0,471.91,91.0,91.0,0.9333,0.8843,118.0,14.0,0.00022352,0.00015748,13484,15940
Avenida Del Sol Realty,1,840000.0,840000.0,624.07,71.0,71.0,1.0,0.9344,135.0,1.0,0.00022352,0.00015748,13484,15940
"BIG BLOCK REALTY, INC",1,840000.0,840000.0,259.82,12.0,12.0,0.9779,0.96,12.0,21.0,0.00022352,0.00015748,13484,15940
Brubeck-Wong Realtors,1,840000.0,840000.0,359.13,273.0,273.0,1.0,0.9449,138.0,22.0,0.00022352,0.00015748,13484,15940
Cowabunga Realty,1,840000.0,840000.0,828.4,10.0,10.0,0.9941,0.9941,10.0,29.0,0.00022352,0.00015748,13484,15940
Diamond National Realty,1,840000.0,840000.0,587.82,7.0,7.0,0.9894,0.9894,12.0,33.0,0.00022352,0.00015748,13484,15940
Eagle First Realty,1,840000.0,840000.0,350.73,76.0,76.0,0.9882,0.9882,76.0,31.0,0.00022352,0.00015748,13484,15940
"Farzin Morena, Broker",1,840000.0,840000.0,503.9,4.0,4.0,0.9767,0.9767,5.0,32.0,0.00022352,0.00015748,13484,15940
"Heavenly Pilioglas, Broker",1,840000.0,840000.0,345.39,4.0,4.0,1.1082,1.1082,8.0,117.0,0.00022352,0.00015748,13484,15940
J & P Realty,1,840000.0,840000.0,983.61,90.0,90.0,0.96,0.9081,90.0,45.0,0.00022352,0.00015748,13484,15940
John O White,1,840000.0,840000.0,494.99,18.0,18.0,0.9545,0.9545,20.0,44.0,0.00022352,0.00015748,13484,15940
Jonathan Doan,1,840000.0,840000.0,452.83,35.0,35.0,1.0513,0.9333,69.0,132.0,0.00022352,0.00015748,13484,15940
KBishop Realty,1,840000.0,840000.0,365.54,8.0,8.0,1.0183,1.0183,8.0,31.0,0.00022352,0.00015748,13484,15940
Keller Williams SF,1,840000.0,840000.0,1276.6,30.0,30.0,1.0,1.0133,30.0,7.0,0.00022352,0.00015748,13484,15940
Larry Greenberg Realty,1,840000.0,840000.0,638.3,6.0,6.0,1.006,1.006,6.0,31.0,0.00022352,0.00015748,13484,15940
"M.V.G. Real Estate, Inc.",1,840000.0,840000.0,583.33,2.0,2.0,1.0134,1.0134,2.0,30.0,0.00022352,0.00015748,13484,15940
"Mary Florio, RE Broker",1,840000.0,840000.0,492.09,28.0,28.0,0.9677,0.9354,28.0,34.0,0.00022352,0.00015748,13484,15940
REdB Real Estate,1,840000.0,840000.0,536.74,69.0,69.0,0.9883,0.9439,78.0,33.0,0.00022352,0.00015748,13484,15940
Sanchez Realty,1,840000.0,840000.0,515.34,113.0,113.0,0.9492,0.9081,113.0,31.0,0.00022352,0.00015748,13484,15940
Signature Realty,1,840000.0,840000.0,294.74,180.0,180.0,0.9376,0.8843,180.0,26.0,0.00022352,0.00015748,13484,15940
The Real Estate Consultants Westside Inc.,1,840000.0,840000.0,673.08,13.0,13.0,1.0133,1.0133,15.0,43.0,0.00022352,0.00015748,13484,15940
Tiffany Jennings Realty,1,840000.0,840000.0,521.74,36.0,36.0,1.0006,1.0006,36.0,17.0,0.00022352,0.00015748,13484,15940
Westonhill Properties,1,840000.0,840000.0,375.0,6.0,6.0,0.9779,0.9779,6.0,27.0,0.00022352,0.00015748,13484,15940
Yuan Shao,1,840000.0,840000.0,785.78,1.0,1.0,1.0701,1.0701,1.0,21.0,0.00022352,0.00015748,13484,15940
"SUN GROUP REAL ESTATE, INC.",1,839998.0,839998.0,501.19,9.0,9.0,1.0,1.0,53.0,33.0,0.00022352,0.00015748,13484,15967
ELDRIDGE REALTY & FINANCIAL,2,839000.0,419500.0,415.39,78.0,78.0,0.8462,0.8038,78.0,24.0,0.00044703,0.0001573,10564,15968
"Melinda Ross, Broker",2,839000.0,419500.0,334.58,77.0,77.0,0.987,0.987,87.0,47.0,0.00044703,0.0001573,10564,15968
"John Piszkin, Broker",1,839000.0,839000.0,543.75,5.0,5.0,1.0,1.0,9.0,18.0,0.00022352,0.0001573,13484,15968
"Miars, REALTOR",1,839000.0,839000.0,580.62,16.0,16.0,0.9882,0.9882,22.0,32.0,0.00022352,0.0001573,13484,15968
Nordak Properties,1,839000.0,839000.0,768.32,18.0,18.0,1.0,1.0,24.0,25.0,0.00022352,0.0001573,13484,15968
"James Fortson, Broker",1,838000.0,838000.0,821.57,0.0,0.0,0.97,0.97,19.0,63.0,0.00022352,0.00015711,13484,15973
Tony Chi-Lap Leung,1,838000.0,838000.0,698.33,11.0,11.0,1.0475,1.0475,14.0,21.0,0.00022352,0.00015711,13484,15973
"Mary McDonald, Broker",1,837000.0,837000.0,756.78,40.0,40.0,1.1235,1.1235,40.0,2.0,0.00022352,0.00015692,13484,15975
PacBLU,1,837000.0,837000.0,380.97,0.0,0.0,0.9976,0.9976,52.0,54.0,0.00022352,0.00015692,13484,15975
Dolby Realty,1,836000.0,836000.0,653.64,25.0,25.0,1.0097,1.0097,32.0,37.0,0.00022352,0.00015673,13484,15977
Keybox,1,836000.0,836000.0,889.36,15.0,15.0,1.0,1.0,15.0,29.0,0.00022352,0.00015673,13484,15977
"Calvary Dinh, Broker",2,835900.0,417950.0,311.4,39.5,39.5,1.0063,0.9454,41.5,21.0,0.00044703,0.00015671,10564,15979
Noemi Neyra Realty,2,835000.0,417500.0,269.03,35.0,35.0,0.9983,0.9983,90.0,47.0,0.00044703,0.00015655,10564,15980
Ortiz Real Estate Services,2,835000.0,417500.0,412.42,88.0,88.0,0.9654,0.925,112.0,22.0,0.00044703,0.00015655,10564,15980
Ashlar Realty Group Inc.,1,835000.0,835000.0,494.67,13.0,13.0,1.0121,1.0121,14.0,36.0,0.00022352,0.00015655,13484,15980
Barry Gilbert,1,835000.0,835000.0,506.06,6.0,6.0,1.0061,1.0061,6.0,31.0,0.00022352,0.00015655,13484,15980
Champs Realty Group,1,835000.0,835000.0,394.99,72.0,72.0,0.9825,0.971,73.0,45.0,0.00022352,0.00015655,13484,15980
DEVINE REALTY,1,835000.0,835000.0,315.33,10.0,10.0,1.0309,1.0309,21.0,52.0,0.00022352,0.00015655,13484,15980
Del Mar Coastal Properties,1,835000.0,835000.0,600.29,1.0,1.0,0.9598,0.9598,9.0,23.0,0.00022352,0.00015655,13484,15980
Gavin Morsa Realty,1,835000.0,835000.0,557.04,36.0,36.0,0.9882,0.9882,36.0,25.0,0.00022352,0.00015655,13484,15980
Homes 2 Own,1,835000.0,835000.0,648.29,4.0,4.0,1.0464,1.0464,4.0,37.0,0.00022352,0.00015655,13484,15980
"Joaquin Anthony Lim, Broker",1,835000.0,835000.0,246.09,81.0,81.0,0.9598,0.9298,83.0,18.0,0.00022352,0.00015655,13484,15980
"Main Street Real Estate Brokerage, Inc.",1,835000.0,835000.0,604.2,120.0,120.0,0.9732,0.9732,121.0,34.0,0.00022352,0.00015655,13484,15980
"Mariana Shenoda, Broker",1,835000.0,835000.0,302.65,45.0,45.0,1.0,0.9543,50.0,25.0,0.00022352,0.00015655,13484,15980
Metro Housing Realty & Inv.,1,835000.0,835000.0,526.48,53.0,53.0,1.0,1.0,178.0,142.0,0.00022352,0.00015655,13484,15980
"Premiere Properties, Inc.",1,835000.0,835000.0,1048.99,34.0,34.0,1.0,1.0,34.0,35.0,0.00022352,0.00015655,13484,15980
"Richard Andrews, Broker",1,835000.0,835000.0,668.0,5.0,5.0,1.0,1.0,5.0,43.0,0.00022352,0.00015655,13484,15980
Thompson Capital Co,1,835000.0,835000.0,605.95,146.0,146.0,0.9709,0.8608,146.0,41.0,0.00022352,0.00015655,13484,15980
Tonya Salvant,1,835000.0,835000.0,597.28,47.0,47.0,0.9824,0.9824,47.0,36.0,0.00022352,0.00015655,13484,15980
Vivid Realty,1,835000.0,835000.0,339.43,108.0,108.0,0.9883,0.9598,108.0,44.0,0.00022352,0.00015655,13484,15980
Turnkey Realty,1,834495.0,834495.0,651.95,46.0,46.0,1.0,0.9818,55.0,21.0,0.00022352,0.00015645,13484,15998
THOMAS J CALVA BROKER,3,834000.0,264000.0,227.74,70.0,69.0,0.983,0.9607,79.67,50.0,0.00067055,0.00015636,8812,15999
"Victoria Chamberlain , Broker",2,832000.0,416000.0,336.93,24.5,24.5,0.9943,0.9943,25.0,46.0,0.00044703,0.00015598,10564,16000
Excel RE Real Estate Inc.,1,832000.0,832000.0,575.78,7.0,7.0,1.0558,1.0558,7.0,29.0,0.00022352,0.00015598,13484,16000
"DJR Realty, Inc.",1,831150.0,831150.0,461.49,49.0,49.0,1.0262,1.0148,140.0,21.0,0.00022352,0.00015582,13484,16002
Gold Mine Group,2,830000.0,415000.0,393.76,60.5,60.5,0.9182,0.903,91.0,40.5,0.00044703,0.00015561,10564,16003
HueyRich Real Estate Group,2,830000.0,415000.0,274.79,85.5,85.5,0.8915,0.8734,85.5,57.5,0.00044703,0.00015561,10564,16003
"Ascent Property Mgnt., Inc",1,830000.0,830000.0,623.12,8.0,8.0,0.9765,0.9765,8.0,14.0,0.00022352,0.00015561,13484,16003
Bowers Realty And Property,1,830000.0,830000.0,372.7,157.0,157.0,1.0,0.9232,157.0,53.0,0.00022352,0.00015561,13484,16003
Crown Realty Partners,1,830000.0,830000.0,357.6,16.0,16.0,0.994,0.9541,22.0,26.0,0.00022352,0.00015561,13484,16003
Dan S. Rubenstein,1,830000.0,830000.0,689.94,7.0,7.0,1.0,0.9881,7.0,30.0,0.00022352,0.00015561,13484,16003
"Fredericks Realty,Broker",1,830000.0,830000.0,540.36,42.0,42.0,1.0184,1.0184,43.0,29.0,0.00022352,0.00015561,13484,16003
"John Momsen, Realtor",1,830000.0,830000.0,619.4,4.0,4.0,1.0388,1.0388,19.0,30.0,0.00022352,0.00015561,13484,16003
Kairos Realty,1,830000.0,830000.0,555.18,7.0,7.0,0.9379,0.9486,7.0,14.0,0.00022352,0.00015561,13484,16003
"Linda Pak, Broker",1,830000.0,830000.0,776.43,23.0,23.0,0.9443,0.9443,26.0,11.0,0.00022352,0.00015561,13484,16003
Lucid Realty Corporation,1,830000.0,830000.0,783.76,17.0,17.0,1.0375,0.9765,26.0,22.0,0.00022352,0.00015561,13484,16003
Magic Real Estate Services,1,830000.0,830000.0,464.47,11.0,11.0,0.9765,0.9765,11.0,45.0,0.00022352,0.00015561,13484,16003
Monitor Realty Associates,1,830000.0,830000.0,876.45,10.0,10.0,1.1096,1.1096,10.0,25.0,0.00022352,0.00015561,13484,16003
N T INVESTMENT,1,830000.0,830000.0,630.7,40.0,40.0,0.9651,0.9651,43.0,28.0,0.00022352,0.00015561,13484,16003
NONMEMBER MRML,1,830000.0,830000.0,380.38,0.0,0.0,0.9651,0.9651,226.0,36.0,0.00022352,0.00015561,13484,16003
"Omega Realty & Lending, Inc.",1,830000.0,830000.0,498.2,62.0,62.0,0.9776,0.9776,62.0,25.0,0.00022352,0.00015561,13484,16003
Park Place Financial Group,1,830000.0,830000.0,444.09,18.0,18.0,0.9881,0.9765,30.0,19.0,0.00022352,0.00015561,13484,16003
"Parkland Properties, Co.",1,830000.0,830000.0,625.0,165.0,165.0,0.9595,0.9595,165.0,42.0,0.00022352,0.00015561,13484,16003
"Robasciotti, Wagner & O'Connor",1,830000.0,830000.0,334.81,178.0,178.0,0.9776,0.9121,194.0,30.0,0.00022352,0.00015561,13484,16003
"Shannon Pollinger, Broker",1,830000.0,830000.0,662.94,68.0,68.0,1.0,1.0,78.0,24.0,0.00022352,0.00015561,13484,16003
Simple Funding & Realty,1,830000.0,830000.0,720.49,8.0,8.0,1.0376,1.0376,8.0,38.0,0.00022352,0.00015561,13484,16003
Finance Plus Real Estate,1,829000.0,829000.0,437.24,22.0,22.0,1.0,1.0428,63.0,30.0,0.00022352,0.00015542,13484,16024
Richard M Hansen,1,829000.0,829000.0,798.65,50.0,50.0,1.0,0.9263,57.0,21.0,0.00022352,0.00015542,13484,16024
"Tom Barket, Real Estate Broker",1,828000.0,828000.0,670.45,4.0,4.0,1.0824,1.0824,6.0,32.0,0.00022352,0.00015523,13484,16026
The Realty Source,1,827500.0,827500.0,691.89,109.0,109.0,0.9982,0.9737,110.0,56.0,0.00022352,0.00015514,13484,16027
"Ernie Caponera, Inc.",1,825300.0,825300.0,504.15,7.0,7.0,1.0004,1.0004,7.0,25.0,0.00022352,0.00015473,13484,16028
Sunny Beach Realty Group,3,825000.0,260000.0,225.52,93.67,69.0,0.8659,0.8467,100.33,28.33,0.00067055,0.00015467,8812,16029
"AMS Holdings, Inc.",2,825000.0,412500.0,384.99,19.5,19.5,0.9837,0.9837,19.5,28.5,0.00044703,0.00015467,10564,16029
All Points Real Estate,2,825000.0,412500.0,434.72,168.5,168.5,0.902,0.8486,168.5,49.5,0.00044703,0.00015467,10564,16029
"Eileen Saldivar, Broker",2,825000.0,412500.0,264.22,3.0,3.0,1.0115,1.0062,37.5,44.5,0.00044703,0.00015467,10564,16029
"CoSine Real Estate, Inc.",1,825000.0,825000.0,658.95,24.0,24.0,0.9717,0.9717,24.0,29.0,0.00022352,0.00015467,13484,16029
GEN23 Real Estate,1,825000.0,825000.0,267.25,76.0,76.0,0.9717,0.9717,84.0,25.0,0.00022352,0.00015467,13484,16029
"Jose Viramontes, Broker",1,825000.0,825000.0,787.97,6.0,6.0,1.0313,1.0313,9.0,22.0,0.00022352,0.00015467,13484,16029
Knox & Associates,1,825000.0,825000.0,512.1,6.0,6.0,1.0312,1.0312,14.0,22.0,0.00022352,0.00015467,13484,16029
Montero Properties & Investments,1,825000.0,825000.0,786.46,4.0,4.0,1.0377,1.0377,4.0,44.0,0.00022352,0.00015467,13484,16029
Ohana Properties A California,1,825000.0,825000.0,517.89,7.0,7.0,1.0,1.0,9.0,40.0,0.00022352,0.00015467,13484,16029
ROBERT K MCKERNAN,1,825000.0,825000.0,543.12,62.0,62.0,0.8987,0.8689,64.0,27.0,0.00022352,0.00015467,13484,16029
Ross Brothers,1,825000.0,825000.0,549.27,118.0,118.0,1.0,0.9167,118.0,19.0,0.00022352,0.00015467,13484,16029
"Sweet Home, LLC",1,825000.0,825000.0,501.22,81.0,81.0,1.0,0.9505,81.0,10.0,0.00022352,0.00015467,13484,16029
"TRACI AJ FERGUSON,BROKER",1,825000.0,825000.0,518.54,7.0,7.0,1.1074,1.1074,8.0,30.0,0.00022352,0.00015467,13484,16029
Upward Realty Inc,1,825000.0,825000.0,375.0,5.0,5.0,1.0,1.0,8.0,17.0,0.00022352,0.00015467,13484,16029
"Willie Salgado, INC",1,825000.0,825000.0,590.55,42.0,42.0,1.0198,0.8594,173.0,19.0,0.00022352,0.00015467,13484,16029
"Don Swanson, Real Estate",2,824000.0,412000.0,498.85,26.5,26.5,1.0,0.9726,29.0,26.5,0.00044703,0.00015448,10564,16045
1-2-3 Homekeys,1,824000.0,824000.0,628.53,2.0,2.0,0.988,0.988,4.0,33.0,0.00022352,0.00015448,13484,16045
Landmaster Realty,1,823875.0,823875.0,263.13,83.0,83.0,0.9309,0.9309,88.0,25.0,0.00022352,0.00015446,13484,16047
Beneficial RE Services Inc.,2,823000.0,411500.0,320.22,33.0,33.0,0.9696,0.9695,35.5,34.5,0.00044703,0.0001543,10564,16048
RELIANCE RE SERVICES OF CA,1,823000.0,823000.0,438.23,0.0,0.0,1.0,1.0,0.0,0.0,0.00022352,0.0001543,13484,16048
YUNICORN REAL ESTATE & MRTGE,1,823000.0,823000.0,600.29,36.0,36.0,0.974,0.974,40.0,28.0,0.00022352,0.0001543,13484,16048
Ascend Real Estate,2,822000.0,411000.0,646.52,62.5,62.5,0.9868,0.9135,66.5,20.5,0.00044703,0.00015411,10564,16051
"Ken Sun, Broker",2,822000.0,411000.0,182.93,8.5,8.5,0.5581,0.5581,8.5,27.0,0.00044703,0.00015411,10564,16051
Brahman Property,1,822000.0,822000.0,616.19,8.0,8.0,1.0275,1.0275,8.0,33.0,0.00022352,0.00015411,13484,16051
"Peter A. Campellone, Broker",3,821850.0,249900.0,197.56,62.67,47.0,0.9834,0.9717,65.0,44.0,0.00067055,0.00015408,8812,16054
Epic Real Estate Associates,1,821000.0,821000.0,701.71,48.0,48.0,0.9665,0.8218,48.0,25.0,0.00022352,0.00015392,13484,16055
Real Estate Concierge Solutions,2,820100.0,410050.0,446.54,2.0,2.0,1.1089,1.1089,2.0,58.5,0.00044703,0.00015375,10564,16056
ICM Realty,2,820000.0,410000.0,295.8,162.0,162.0,0.9779,0.8787,165.0,28.5,0.00044703,0.00015373,10564,16057
Village Realty of Orange,2,820000.0,410000.0,585.71,46.5,46.5,0.9941,0.9762,55.5,37.5,0.00044703,0.00015373,10564,16057
Amanica Real Estate & Property,1,820000.0,820000.0,355.9,126.0,126.0,0.9939,0.9647,139.0,25.0,0.00022352,0.00015373,13484,16057
Anatoly Stolyar Realty,1,820000.0,820000.0,512.18,71.0,71.0,0.982,0.8865,71.0,41.0,0.00022352,0.00015373,13484,16057
Apple Tree Realty,1,820000.0,820000.0,635.66,55.0,55.0,0.9647,0.9647,62.0,62.0,0.00022352,0.00015373,13484,16057
Baldwin Pedraza,1,820000.0,820000.0,713.04,0.0,0.0,0.9648,0.9648,10.0,240.0,0.00022352,0.00015373,13484,16057
Berman Estates,1,820000.0,820000.0,617.47,14.0,14.0,1.0251,0.9624,16.0,15.0,0.00022352,0.00015373,13484,16057
Cali Keys Realty,1,820000.0,820000.0,515.4,40.0,40.0,0.9762,0.9647,40.0,18.0,0.00022352,0.00015373,13484,16057
Claudio Z Verceles,1,820000.0,820000.0,400.98,23.0,23.0,0.9647,0.9031,39.0,30.0,0.00022352,0.00015373,13484,16057
"Curtis Jenkins, RE Broker",1,820000.0,820000.0,736.09,11.0,11.0,1.0513,1.0513,11.0,26.0,0.00022352,0.00015373,13484,16057
Desert Villas Property Managment,1,820000.0,820000.0,273.33,47.0,47.0,0.9658,0.9658,47.0,6.0,0.00022352,0.00015373,13484,16057
FULING INVESTMENT INC.,1,820000.0,820000.0,700.26,25.0,25.0,0.9535,0.9535,28.0,25.0,0.00022352,0.00015373,13484,16057
Iberia Enterprises Incorporated,1,820000.0,820000.0,443.48,16.0,16.0,0.9704,0.9704,16.0,59.0,0.00022352,0.00015373,13484,16057
KZ Realty & Property Management Inc.,1,820000.0,820000.0,304.83,3.0,3.0,1.0,1.0,5.0,6.0,0.00022352,0.00015373,13484,16057
MHS Realty Investments,1,820000.0,820000.0,564.74,5.0,5.0,1.0,1.0,14.0,67.0,0.00022352,0.00015373,13484,16057
"Marie Monroy, Broker",1,820000.0,820000.0,484.35,0.0,0.0,1.0,1.0,4.0,29.0,0.00022352,0.00015373,13484,16057
Moreland Properties,1,820000.0,820000.0,470.18,51.0,51.0,0.9658,0.9658,52.0,20.0,0.00022352,0.00015373,13484,16057
Peninsula Realty,1,820000.0,820000.0,685.05,0.0,0.0,1.0,1.0,0.0,0.0,0.00022352,0.00015373,13484,16057
Premium Platinum Realty,1,820000.0,820000.0,370.71,31.0,31.0,0.9111,0.9111,31.0,49.0,0.00022352,0.00015373,13484,16057
R.E. Corner Professionals,1,820000.0,820000.0,691.4,6.0,6.0,1.0251,1.0381,7.0,11.0,0.00022352,0.00015373,13484,16057
The Wellmakers Group,1,820000.0,820000.0,568.26,10.0,10.0,0.9704,0.9704,10.0,47.0,0.00022352,0.00015373,13484,16057
"Thuy D. Nguyen, Broker",1,820000.0,820000.0,657.05,26.0,26.0,1.0,0.9704,44.0,18.0,0.00022352,0.00015373,13484,16057
"Darren Reynolds, Broker",1,819900.0,819900.0,251.81,71.0,71.0,1.0,0.9647,244.0,35.0,0.00022352,0.00015371,13484,16079
DMA,1,819000.0,819000.0,307.32,11.0,11.0,1.0,1.0,11.0,57.0,0.00022352,0.00015355,13484,16080
"Paula Bodor, Broker",1,819000.0,819000.0,144.06,26.0,26.0,0.9425,0.9425,28.0,45.0,0.00022352,0.00015355,13484,16080
"KIMBERLY RANGELL, BROKER",2,818000.0,409000.0,262.67,76.0,76.0,1.004,0.9656,76.5,39.5,0.00044703,0.00015336,10564,16082
"Giselle Ongkeko, Broker",1,818000.0,818000.0,712.54,9.0,9.0,1.0354,1.0354,19.0,28.0,0.00022352,0.00015336,13484,16082
ABACUS MANAGEMENT GROUP,1,817500.0,817500.0,365.77,85.0,85.0,0.9909,0.9675,87.0,29.0,0.00022352,0.00015326,13484,16084
Coldwell Banker Commercial Rea,1,817000.0,817000.0,210.95,7.0,7.0,1.0751,1.0751,11.0,62.0,0.00022352,0.00015317,13484,16085
"Leo Joseph Legidakes, Broker",1,816000.0,816000.0,526.45,57.0,57.0,0.9963,0.9726,120.0,20.0,0.00022352,0.00015298,13484,16086
Nidus Real Estate & Property M,1,815850.0,815850.0,521.98,9.0,9.0,0.9219,0.9219,9.0,18.0,0.00022352,0.00015296,13484,16087
Newport Pacific Capital Co.,2,815000.0,407500.0,372.81,401.0,401.0,0.7104,0.6561,419.5,33.0,0.00044703,0.0001528,10564,16088
Allyn & Associates R.E. & Lend,1,815000.0,815000.0,529.22,6.0,6.0,1.0189,1.0189,12.0,29.0,0.00022352,0.0001528,13484,16088
"Anna Escareno, Broker",1,815000.0,815000.0,368.95,6.0,6.0,1.0252,1.0476,6.0,84.0,0.00022352,0.0001528,13484,16088
Bergan Real Estate,1,815000.0,815000.0,443.66,25.0,25.0,1.0,0.9532,44.0,21.0,0.00022352,0.0001528,13484,16088
"Brooke Bailey, Broker",1,815000.0,815000.0,332.65,0.0,0.0,0.96,0.96,0.0,29.0,0.00022352,0.0001528,13484,16088
Burdick Realty,1,815000.0,815000.0,388.1,67.0,67.0,0.96,0.9066,67.0,47.0,0.00022352,0.0001528,13484,16088
CA Real Estate Network,1,815000.0,815000.0,252.01,67.0,67.0,0.9314,0.9106,68.0,51.0,0.00022352,0.0001528,13484,16088
Capstan Realty,1,815000.0,815000.0,626.92,48.0,48.0,0.9951,0.9951,48.0,8.0,0.00022352,0.0001528,13484,16088
Core Four Realty,1,815000.0,815000.0,411.82,7.0,7.0,1.0062,1.0062,14.0,31.0,0.00022352,0.0001528,13484,16088
EXECUTIVE BANKERS REALTY,1,815000.0,815000.0,436.53,12.0,12.0,0.9645,0.9645,13.0,37.0,0.00022352,0.0001528,13484,16088
"Farida Golbaz, Broker",1,815000.0,815000.0,259.22,6.0,6.0,0.9951,0.9951,6.0,31.0,0.00022352,0.0001528,13484,16088
Help-U-Sell Real Estate,1,815000.0,815000.0,460.97,23.0,23.0,0.9315,0.9315,23.0,17.0,0.00022352,0.0001528,13484,16088
Home Realty and Loans,1,815000.0,815000.0,701.38,4.0,4.0,1.0062,1.0062,6.0,22.0,0.00022352,0.0001528,13484,16088
Joseph Dean Klatt Realty Inc,1,815000.0,815000.0,673.55,23.0,23.0,0.96,0.96,23.0,20.0,0.00022352,0.0001528,13484,16088
Julio Ceaser Cortez,1,815000.0,815000.0,616.02,160.0,160.0,0.9819,0.9819,181.0,1.0,0.00022352,0.0001528,13484,16088
